source,activityid,facultyid,userid,work_title,year,publisher,publisher_location,isbn_print,doi,pages,page_count,authors,url,status
FAR,54586,111110323,111110323,Measuring what students know: SNAP's guidelines and suggestions for assessing Goal 1 content in psychology,2020.0,,,,doi:10.1177/0098628320945113,262-273,,"['Thompson, J.', 'Richmond, A.', 'Barboza, B.', 'Bradley, J.', 'White, J. N.', 'Landrum, R. E.']",,"[{""id"": 54586, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54589,111110323,111110323,Introduction to the special issue. [Editorial].,2020.0,,,,doi:10.1037/stp0000244,175-176,,"['Landrum, R. E.', 'Gurung, R. A.']",http://doi:10.1037/stp0000244,"[{""id"": 54589, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5459,112001853,112001853,"Westward Growth of Laurentia by Pre-Late Jurassic Terrane Accretion, Eastern Oregon and Western Idaho, United States",2015.0,,,,10.1086/681724,233-267,,"['LaMaskin, T. A.', 'Dorsey, R. J.', 'Vervoort, J. D.', 'Schmitz, M. D.', 'Tumpane, K. P.', 'Moore, N. O.']",,"[{""id"": 5459, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5460,114022280,114022280,"Industrial Apocalyptic: Neoliberalism, Coal, and the Burlesque Frame",2014.0,,,,,"Rhetorical scholarship and cultural commentary have demonstrated that environmentalist voices are consistently associated with apocalyptic rhetoric. However, this association deflects attention from the apocalyptic rhetoric that comes from industry and countermovements to environmentalism. This essay seeks to remedy that oversight by proposing the concept of “industrial apocalyptic” as a significant rhetorical form in environmental controversy. Based on analysis of the rhetoric of the U.S. coal industry, we find that these industrial apocalyptic narratives rely on a burlesque frame to disrupt the categories of establishment and outsider and thus thwart environmental regulation. Ultimately, we argue that industrial apocalyptic co-opts environmentalist appeals for radical change in the service of blocking such change and naturalizes neoliberal ideology as the commonsense discourse of the center.",,"['Peeples, J.', 'Schwarze, S.', 'Bsumek, P.', 'Schneider, J.']",http://muse.jhu.edu/journals/rhetoric_and_public_affairs/v017/17.2.peeples.html,"[{""id"": 5460, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2014, ""termid"": ""2014/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54617,111110323,111110323,The nature of student-focused regional psychology conferences: Characteristics and continuing changes.,2020.0,Society for the Teaching of Psychology,,ISBN:978-1-941804-60-5,,nan,,"['Landrum, R. E.']",http://teachpsych.org/ebooks/studentfc,"[{""id"": 54617, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54618,111110323,111110323,Driving change: Using the CACAO framework in an institutional change project,2020.0,Pressbooks,,13:979-8565063523,,nan,,"['Earl, B.', 'Viskupic, K.', 'Marker, A. W.', 'Moll, A.', 'Roark, A. P.', 'Landrum, R. E.', 'Shadle, S. E.']",http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,"[{""id"": 54618, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54619,111110323,111110323,Transforming institutions: Accelerating systemic change in higher education,2020.0,Pressbooks,,,,open books,,"['Moll Ph.D., A.', 'Shadle, S. E.', 'Landrum, R. E.', 'Roark, A. P.', 'Viskupic, K.', 'Marker, A. W.', 'Britnee, E.']",http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,"[{""id"": 54619, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54620,111110323,111110323,Confronting academic mobbing in higher education: Personal accounts and administrative action,2020.0,IGI Global,"Hershey, PA",,,44-67,,"['McDonald, T. W.', 'Begic, S.', 'Landrum, R. E.']",,"[{""id"": 54620, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54621,111110323,111110323,Transforming Institutions: Accelerating systemic change in higher education,2020.0,Pressbooks,,,,nan,,"['Earle, B.', 'Viskupic, K.', 'Marker, A. W.', 'Moll, A.', 'Roark, A. P.', 'Landrum, R. E.', 'Shadle, S. E.']",http://openbooks.library.umass.edu/ascnti2020/chapter/earl-etal/,"[{""id"": 54621, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54695,113017246,113017246,Eliciting Dispositions for Teaching in the Context of a Video-Based Intervention for Secondary Teacher Candidates,2021.0,,,,,"For years, teacher education programs have focused considerable effort on teacher knowledge and how to develop the types of knowledge that matter in teacher education candidates. Meanwhile, candidate dispositions for teaching have received little attention, particularly in mathematics courses for candidates. As developers and practitioners of a curriculum intervention designed to support candidates’ mathematical knowledge, we are beginning to see how much disposition towards teaching mathematics matters in a candidate's ability to attend to students' ideas. In this paper we share results from a pilot study investigating the dispositional characteristics elicited in an online video-based curriculum focused on students’ ideas on a figural pattern task. Results indicate that efforts to cultivate secondary candidates' disposition for teaching may have payoffs with respect to both dispositions and knowledge.",,"['Cavey, L. O.', 'Naresh, N.', 'DuCloux, K.', 'Totorica, T.']",,"[{""id"": 54695, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54695, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,54696,113017246,113017246,Designing a Video-Based Intervention to Elicit Teacher Candidates' Mathematical Knowledge: The Hexagon Task,2021.0,,,,,nan,,"['Totorica, T.', 'Cavey, L. O.', 'Lowenthal, P.', 'Libberton, J.']",,"[{""id"": 54696, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54696, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,54697,113017246,113017246,Online tools to support mathematical modeling and community building,2022.0,North Carolina Council of Teachers of Mathematics,,,,11-17,,"['Cavey, L. O.', 'Lee, H. S.', 'Hernandez, M.', 'Yokely, K.']",,"[{""id"": 54697, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54697, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 54697, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,54744,111146699,111146699,Using a Multifaceted Robotics-Based Intervention to Increase Student Interest in STEM Subjects and Careers,2020.0,,,,10.1007/s41979-020-00032-0,295-316,,"['Hudson, M.', 'Baek, Y.', 'Ching, Y.', 'Rice, K. L.']",,"[{""id"": 54744, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54745,111146699,111146699,Improving predictive power through deep learning analysis of K-12 online student behaviors and discussion board content,2020.0,,,,,192-212,,"['Hung, J.', 'Rice, K. L.', 'Kepka, J.', 'Yang, Y.']",https://www.emerald.com/insight/content/doi/10.1108/IDD-02-2020-0019/full/html,"[{""id"": 54745, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54745, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 54745, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 1, ""completionorder"": 1}]"
FAR,54746,111146699,111146699,Using convolutional neural networks to recognize learning images for early warning of at-risk students,2020.0,,,,,617-630,,"['Hung, J.', 'Rice, K. L.', 'Yang, J.', 'Xu, D.', 'Yang, Z.']",,"[{""id"": 54746, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54746, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,54752,111110214,111110214,Is It Us? Is It Them? Or Is It This Place? Predicting Civility in State Legislatures,2021.0,,,,,nan,,"['Kettler, J. J.', 'Fowler, N. L.', 'Witt, S. L.']",,"[{""id"": 54752, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 54752, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 54752, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 3, ""completionorder"": 3}, {""id"": 54752, ""status"": ""Revise &amp; Resubmit"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 3, ""completionorder"": 3}]"
FAR,54814,114031140,114031140,Self-Assembly of Ge and GaAs Quantum Dots under Tensile Strain on InAlAs(111)A,2021.0,,,,,nan,,"['Sautter, K. E.', 'Schuck, C. F.', 'Smith, J. C.', 'Vallejo, K. D.', 'Garrett, T. A.', 'Soares, J.', 'Coleman, H. J.', 'Henry, M.', 'Jankowski, E.', 'Ratsch, C.', 'Simmonds, P. J.']",,"[{""id"": 54814, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,54966,112088454,112088454,"Accessibility Best Practices, Procedures, and Policies in Northwest United States Academic Libraries",2020.0,,,,,nan,,"['Peacock, R.', 'Vecchione, A. E.']",https://doi.org/10.1016/j.acalib.2019.102095,"[{""id"": 54966, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 54966, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 54966, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,55049,114063174,114063174,Creating an Annual Evaluation Framework for Library Faculty,2021.0,,,,,nan,,"['Meregaglia, A. G.', 'Vecchione, A. E.', 'Armstrong, P. M.', 'Ruppel, M.', 'Keyes, K.']",https://doi.org/10.1016/j.acalib.2021.102426,"[{""id"": 55049, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,55103,111715805,111715805,"The Revival of Reindeer Herding in the North Baikal Highlands, Republic of Buryatia",2021.0,Irkutsk National Research Technical University,,,10.21285/2415-8739-2021-3-79-95,79-95,,"['Ziker, J. P.']",,"[{""id"": 55103, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 55103, ""status"": ""Submitted"", ""term"": ""Summer"", ""year"": 2021, ""termid"": ""2021/01"", ""listingorder"": 2, ""completionorder"": 2}]"
FAR,55128,111110634,111110634,"MEAGER SETS, GAMES AND SINGULAR CARDINALS",2019.0,,,,,nan,,"['Scheepers, M.', 'Babinkostova, L.']",,"[{""id"": 55128, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 55128, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 55128, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,55141,112103309,112103309,"Resolving relationships at the animal-fungal divergence: A molecular phylogenetic study of the protist trichomycetes (Ichthyosporea, Eccrinida)",2017.0,,,,,447-464,,"['Reynolds, N. K.', 'Smith, M. E.', 'Tretter, E. D.', 'Gause, J.', 'Heeney, D.', 'Cafaro, M. J.', 'Smith, J. F.', 'Novak, S. J.', 'Bourland, W. A.', 'White, M. M.']",,"[{""id"": 55141, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,55149,114022280,114022280,"Big COVID, Red State: The Value of Over-Communication in a Public Health Crisis",2021.0,Frontiers,,,10.3389/fcomm.2021.653665,nan,,"['Schneider, J.']",https://www.frontiersin.org/articles/10.3389/fcomm.2021.653665/full,"[{""id"": 55149, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2021, ""termid"": ""2021/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5535,111111926,111111926,"""Machines in Desolation: Images of Technology in the Great",2016.0,Association of American Geographers,,,,156-190,,"['Shallat, T. A.']",http://www.historical-geography.net/,"[{""id"": 5535, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2012, ""termid"": ""2012/02"", ""listingorder"": 4, ""completionorder"": 4}]"
FAR,5536,111111926,111111926,"Criminals are Made, Not Born",2013.0,,,,,"In 2013, I published four research articles (over 1,500 words) in the college's peer review journal of popular scholarship: one a Newton shooting, a second on urban sprawl; a third on Nevada art, and a forth on Native Americans.",,"['Shallat, T. A.']",,"[{""id"": 5536, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2013, ""termid"": ""2012/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5537,111111926,111111926,Minidoka: A Sacred Place Emerges from the Trauma of Dramitic Events,2013.0,,,,,nan,,"['Shallat, T. A.']",,"[{""id"": 5537, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2013, ""termid"": ""2013/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5538,111111926,111111926,"""A Hurricane Superhighway""",2014.0,,,,,"This essay was adapted from Hope For The Dammed (2014), Since 2012, I've written five features and five shorter essays for Boise State's peer-reviewed online journal of popular scholarship.",,"['Shallat, T. A.']",,"[{""id"": 5538, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2014, ""termid"": ""2014/01"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5539,111240873,111240873,Cybertext redux: Using DGBL to teach L2 vocabulary and reading to beginning university students,2009.0,,,,10.1080/09588220903345168,409-424,,"['Neville, D.', 'Shelton, B. E.', 'McInnis, B.']",,"[{""id"": 5539, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5540,111240873,111240873,Challenges of virtual reality design and development faced by educators,2008.0,,,,,118-131,,"['Hanson, K.', 'Shelton, B. E.']",,"[{""id"": 5540, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5541,111240873,111240873,Aligning game activity with educational goals: Following a constrained design approach to instructional computer games,2011.0,,,,10.1007/s11423-010-9175-0,113-138,,"['Shelton, B. E.', 'Scoresby, J.']",,"[{""id"": 5541, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5542,111240873,111240873,Immersive technology and the elderly,2015.0,,,,10.1159/000365754,175-185,,"['Shelton, B. E.', 'Uz, C.']",,"[{""id"": 5542, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5543,111240873,111240873,Computer-Supported Coordinated Care: Using technology to help care for elders,2004.0,,,,,22-29,,"['Consolvo, S.', 'Roessler, P.', 'Shelton, B. E.']",,"[{""id"": 5543, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2004, ""termid"": ""2003/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5544,111240873,111240873,A Frankenstein approach to open-source: The construction of a 3D game engine as meaningful educational process,2010.0,,,,,85-90,,"['Shelton, B. E.', 'Stowell, T.', 'Scoresby, J.', 'Alvarez, M.', 'Capell, M.', 'Coates, C.']",doi.ieeecomputersociety.org/10.1109/TLT.2010.3,"[{""id"": 5544, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2010, ""termid"": ""2009/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5545,111240873,111240873,"Collecting, organizing, and managing resources for teaching educational games the wiki way",2007.0,,,,,12-Jan,,"['Johnson, S.', 'Shelton, B. E.', 'Wiley, D.']",www.innovateonline.info/index.php?view=article&id=423,"[{""id"": 5545, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2007, ""termid"": ""2007/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5546,111240873,111240873,Visual perspectives within educational computer games: Effects on presence and flow within virtual learning environments,2011.0,,,,10.1007/s11251-010-9126-5,227-254,,"['Scoresby, J.', 'Shelton, B. E.']",,"[{""id"": 5546, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5547,111240873,111240873,"Exploring the relationships between tutor background, tutor training and student learning: A problem based learning meta-analysis",2013.0,,,,,40-66,,"['Leary, H.', 'Walker, A.', 'Shelton, B. E.', 'Fitt, M.']",,"[{""id"": 5547, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5548,111240873,111240873,Utilizing geo-referenced mobile game technology for universally accessible virtual geology field trips,2015.0,,,,,93-100,,"['Bursztyn, N.', 'Pederson, J.', 'Shelton, B. E.', 'Walker, A.', 'Campbell, T.']",,"[{""id"": 5548, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5549,111240873,111240873,Historical perspectives on games and education from the learning sciences,2011.0,,,,,84-96,,"['Shelton, B. E.', 'Satwicz, T.', 'Caswell, T.']",,"[{""id"": 5549, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5550,111240873,111240873,Utilizing readily available and open source libraries to create a 3D game engine,2009.0,,,,,20-49,,"['Stowell, T.', 'Scoresby, J.', 'Coates, C.', 'Capell, M.', 'Shelton, B. E.']",,"[{""id"": 5550, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2009, ""termid"": ""2009/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5552,111240873,111240873,An examination of the changes in science teaching orientations and technology-enhanced tools for student learning in the context of professional development,2014.0,,,,10.1080/09500693.2013.879622,1815-1848,,"['Campbell, T.', 'Zuwallack, R.', 'Longhurst, M.', 'Shelton, B. E.', 'Wolf, P.']",,"[{""id"": 5552, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]"
FAR,5553,111240873,111240873,"Problem-based educational games: Connections, prescriptions, and assessmen",2008.0,,,,,663-684,,"['Walker, A.', 'Shelton, B. E.']",,"[{""id"": 5553, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2008, ""termid"": ""2008/02"", ""listingorder"": 6, ""completionorder"": 6}]"
